cleaned_text,cluster
hiring senior data analyst job summary are looking hire highly inspired senior data analyst address data challenges our organization collect large volumes data from varying sources transform the data and create scalable reliable and maintainable data pipelines for data transformation analysis projects this full time position located mumbai responsibilities working closely with business stakeholders and product owners requirement gathering assessment working with business analysts integration user acceptance testing working using agile delivery methodology deliver quick delivery cycles developing qliksense qvds incremental loads and dashboard creation from various data sources developing visual reports dashboards and kpi scorecards using tools like qlik sense qlikview developing qlik qvd from different sources and creating star data model using qliksense connecting data sources importing data and transforming data for business intelligence using qliksense qlikview create and maintain design specifications and support documentation involve design reviews post production support activities troubleshoot systems production performance issues must passionate about contributing organization focused continuously improving consumer experiences must open new data technologies and self learning for new business needs skills required bachelor engineering computer science engineering years overall experience working with business intelligence and data understanding years designing and developing reports and dashboards qlik sense strong sql skills complex queries relational databases stored procedures automation required experience with designing data qlik visualization for business needs excellent communication skills and understanding business requirements hands experience with github jira and tools experience working agile scrum environment good familiarity with the agile methodologies good understanding data warehousing data modeling fundamentals strong ability communicate clearly and professionally with end customers good have any cloud application database data integration business intelligence application certifications are preferable exposure data streaming and data api design development experience would preferable familiarity working experience with one tools like ssis studio familiarity working experience with github jira and tools benefits salary package line with job responsibilities great work atmosphere health insurance and benefits work remotely temporarily due covid job types full time permanent salary per month benefits cell phone reimbursement health insurance schedule day shift monday friday supplemental pay types performance bonus work location remote,3
company overview tata group indian multinational conglomerate company headquartered mumbai india encompasses seven business sectors communications and information technology engineering materials services energy consumer products and chemicals tata group was founded jamsetji tata trading company has operations more than countries across six continents tata group has over operating companies with each them operating independently tata sons the promoter all key tata companies and holds the bulk shareholding these companies background the tata companies together serve over million consumer and commercial customers today across several products and services order for the tata companies better understand customer and client needs and preferences action life stages needs value and potential and enhance value and experience the tata companies need develop robust data and information management capability and customer analytics the vision eventually create the best house capability for data analytics amongst any large corporate achieve the above aims has been decided establish independent tata company focused building common data analytics platform and help tata group companies this company being incubated the initial phase division tata industries and will subsequently structured separate company build big data analytics and data science capabilities catering but not limited the consumer brands the group tata insights and quants journey date company tata insights and quants newly started division tata industries http www livemint com companies pcgvczilujkv ukvhzrjo with new analytics arm tata aims make better sense html employer brand tata months its inception was recognized the list analytics india magazine aim top most desirable analytics indian firms work for http analyticsindiamag com top analytics firm wish worked generating value for customer fourteen tata companies are partnering tata insights and quants tata big data firm analyse data collected from users consumers and make sense put changes place http www livemint com companies ebrv jgccrb tata companies use big data craft strategies html https cio economictimes indiatimes com news strategy and management how ranjit satyanath plugs into power croma for the digital era contributing community through big data line with the tata group philosophy giving back more the society than what takes tata tata group big data and decision sciences company okhai partners with tata deliver big impact through big data company tata insights and quants role data scientist level analyst associate senior associate role type individual contributor location mumbai bangalore jamshedpur kalinga nagar all options open job description the incumbent will part the predictive analytics digital analytics data sciences advanced visualization insights experimentation team and will report the manager senior manager she will individual contributor working multiple data sciences advanced visualization and data management initiatives across multiple companies and industries leveraging traditional and big data the incumbent will have the unique opportunity witness the application analytics across multiple industry verticals close partnership with business and the senior leadership multiple tata companies will enable clear understanding the business perspectives and the application analytics for solving real business problems key responsibilities apply data mining data analysis methods using variety data tools building and implementing models using algorithms and creating running simulations drive optimisation and improvement across business functions assess accuracy new data sources and data gathering techniques perform exploratory data analysis detailed analysis business problems and technical environments designing the solution apply supervised unsupervised reinforcement learning and deep learning algorithms apply advanced machine learning algorithms and statistics regression simulation scenario analysis time series modelling classification logistic regression decision trees svm knn naive bayes clustering means ensemble models random forest boosting bagging neural networks lead and manage proof concepts and demonstrate the outcomes quickly document use cases solutions and recommendations work analytically problem solving environment work fast paced agile development environment coordinate with different functional teams implement models and monitor outcomes work with stakeholders throughout the organization identify opportunities for leveraging organisation data and apply predictive modelling techniques gain insights across business functions operations products sales marketing and finance teams help program and project managers the design planning and governance implementing data science solutions experience and skills years professional working experience analytics experience retail financial services and manufacturing experience using statistical packages python and spark work with data and draw insights from large data sets experience with distributed data computing tools hadoop hive spark python experience with sql experience visualizing presenting data for stakeholders using matplot ggplot excel tableau excellent written and verbal communication skills for coordinating across teams education qualification bachelors masters quantitative discipline statistics econometrics mathematics engineering and science reach careers tataiq com,1
company overview milestone technologies global managed services firm that partners with organizations scale their technology infrastructure and services drive specific business outcomes such digital transformation innovation and operational agility milestone focused building employee first performance based culture and for over years have demonstrated history supporting category defining enterprise clients that are growing ahead the market the company specializes providing solutions across application services and consulting digital product engineering digital workplace services private cloud services automation and servicenow milestone culture built provide collaborative inclusive environment that supports employees and empowers them reach their full potential our seasoned professionals deliver services based milestone best practices and service delivery framework leveraging our vast knowledge base execute initiatives deliver both short term and long term value our clients and apply continuous service improvement deliver transformational benefits with intelligent automation milestone helps businesses further accelerate their transformation the result sharper focus business objectives and dramatic improvement employee productivity through our key technology partnerships and our people first approach milestone continues deliver industry leading innovation our clients with more than employees serving over companies worldwide are following our mission revolutionizing the way deployed around the globe job overview are inviting data engineer join our growing team the successful candidate will support key client specializing payment gateways based hyderabad responsibilities design and develop etl elt pipelines and the platform maintain the data lake fine tune new and existing data pipelines collaborate effectively with business analysts and other developers throughout the project lifecycle assist defining the granularity data fact tables identifying metrics and dimensions and understanding slowly changing dimensions collaborate closely with various delivery teams and assume responsibility for the deliveries recommend ways improve data reliability efficiency and quality comply with the terms and conditions the employment contract company policies and procedures and any and all directives such but not limited transfer and assignment different work locations changes teams and work shifts policies regards flexibility work benefits and work environment alternative work arrangements and other decisions that may arise due the changing business environment the company may adopt vary rescind these policies and directives its absolute discretion and without any limitation implied otherwise its ability required skills years overall experience strong programming skills java python experience with spark using pyspark scala experience with aws amazon web services azure experience with databases sql programming familiarity with dbt databricks and snowflake ability learn and adopt new technologies leveraging them execute the use cases given solve business problems excellent communication skills able articulate complex issues understandably and engagingly technical capability write clearly the use case scenarios presented during evaluation ability present multiple options for given problem statement self starter with can attitude collaborative and adaptable ability work global virtual teams ability write code based technical designs compensation estimated pay range exact compensation and offers employment are dependent circumstances each case and will determined based job related knowledge skills experience licenses certifications and location our commitment diversity inclusion milestone strive create workplace that reflects the communities serve and work with where all feel empowered bring our full authentic selves work know creating diverse and inclusive culture that champions equity and belonging not only the right thing for our employees but also critical our continued success milestone technologies provides equal employment opportunity for all applicants and employees all qualified applicants will receive consideration for employment and will not discriminated against the basis race color religion gender gender identity marital status age disability veteran status sexual orientation national origin any other category protected applicable federal and state law local ordinance milestone also makes reasonable accommodations for disabled applicants and employees welcome the unique background culture experiences knowledge innovation self expression and perspectives you can bring our global community our recruitment team looking forward meeting you this position may assigned client that requires all individuals site have the covid vaccination the individual must fully vaccinated before starting work such client site,1
mmstartup pre startup domain dedicated market research and other activities currently are conducting integration testing from external websites such indeed glassdoor and others like ask potential candidates disregard this job posting and apologize for any inconvenience caused during the job analysis process job responsibilities collecting and organizing data analyzing and interpreting data providing actionable recommendations duties data collection and cleaning data analysis and interpretation data visualization and reporting stakeholder collaboration data quality monitoring providing actionable insights preferred experience preferred experience strong background data analysis proficiency statistical methods expertise data visualization experience with stakeholder collaboration demonstrated ability ensuring data quality and track record providing actionable insights eligibility requirements bachelor degree relevant field such statistics mathematics computer science proficiency data analysis tools and programming languages such python sql experience data manipulation and cleaning strong analytical and problem solving skills effective communication and presentation abilities proven track record working with large datasets and delivering data driven solutions others travel sponsorship sponsorship available commute preferred local candidates relocation assistance etc commute relocate remote misc wages benefits lakh lakh annual competitive salary high demand and career growth continuous learning and skill development valuable insights and impact collaboration and interdisciplinary work versatile career options,3
shorthand typing and using computer applications registering and dispatching mails setting and maintaining effective filing system designing and preparing power point presentation any other related task per requirement office job type full time salary per month benefits health insurance schedule day shift morning shift supplemental pay types shift allowance yearly bonus ability commute relocate bengaluru karnataka reliably commute planning relocate before starting work required education bachelor preferred experience microsoft office years required total work years required language english required,2
zobello looking for data analyst associate who will responsible for presenting data derive actionable results what are looking out for graduate with years experience data analysis data mining modeling proficient with reporting and statistical tools like microsoft excel spss adobe etc ability work team good analytical skills experience commerce industry must what would like you responsible for analysing data constant basis gathering information from various sources order better understand the data communicating findings data relevant departments the form presentation graphs etc provide recommendations and actionable strategies based the data you are interested applying for this position please send your with your portfolio covering letter and photo soon possible careers zobello com,0
about prescience decision solutions bangalore based company specializing data science advanced analytics and data engineering with business backward approach dive deep into understanding your business problems and collaborate closely with you provide effective solutions founded team highly experienced industry professionals with iit iim background have been serving numerous global clients our expertise lies leveraging and analytics techniques derive valuable business insights from data bootstrapped and profitable company boast strong project pipeline prescience decision solutions equal opportunity employer committed diverse and inclusive workplace free from discrimination based caste creed religion sex place birth sexual orientation age nationality etc job description investigate the feasibility applying scientific principles and concepts business problems develop new algorithms independently solve well defined retail problems and improve existing algorithms work with product team implement new modules maintain and release production pipelines timely and responsible manner develop pocs based new ideas technology popularize new innovations retail and analytics with internal external stakeholders collaborate with data engineering advisory and product team find scope improvement and drive right processes requirements years experience data science machine learning related field strong hands experience machine learning and statistics focusing structured and unstructured data problems practical experience several the following areas time series forecasting clustering and classification techniques regression boosting algorithms optimization techniques nlp recommendation systems elasticnetexcellent programming skills preferably python spark and sql understanding developing implementing deploying machine learning models the cloud platforms azure aws gcp using aws azure machine learning data bricks other relevant cloud services integrate machine learning models into existing systems and applications ensuring seamless functionality and data flow understanding developing and maintaining mlops pipelines for automated model training testing deployment and monitoring using azure devops other relevant tools understanding monitoring and analysing model performance providing reports and insights stakeholders needed familiarity with data processing and storage tools such sql hadoop sparkadvanced engineering abilities deliver flexible and scalable end end machine learning solutions exposure data visualization software and packages power tableau matplotlib understands challenges business area applicability relevant data science disciplines and system interactions excellent written and verbal communication skills confidence presenting ideas and findings stakeholders and ability the right level detail benefits competitive salary and performance based bonuses comprehensive insurance plans collaborative and supportive work environment chance learn and grow with talented team positive and fun work environment industry data analytics work experience years city bangalore state province karnataka country india zip postal code,3
job title data engineer reporting structure project manager education graduation engineering technology computer science information technology similar field post graduation above mentioned discipline from recognized university experience qualifications minimum years experience data engineer similar role strong programming skills python scala proficiency sql and nosql database exposure big data technologies like hadoop spark nosql etc building and maintaining the data systems for both structured and unstructured data organizing and analyzing raw data from text images and other data sources developing etl scripts expertise with data models data mining and techniques web scrapping crawling image processing text mining nlp etc creating handling and integrating api developing reports and dashboards using data visualization tools like power tableau etc integrating data from various sources such web services and file systems etc responsibilities build analytical data systems ensure data flow and maintain improve clean manipulate and analyse databases ensure proper data governance and quality databases create and analyse complex data systems for both structured and unstructured data play key role the deployment innovative big data platforms for advanced analytics and data processing create reports and dashboards using visualization tools collaborate with our researchers various projects location mumbai rbi bkc mumbai wtc cuff parade employment type all positions are fixed term contract full time basis exclusively for rebit initially for period five years extendable mutual consent,3
work type full time roles responsibilties deep understanding algorithms and deep learning develop and apply strong understanding various machine learning algorithms including supervised and unsupervised learning well deep learning techniques such neural networks cnns rnns and transformers data preprocessing perform data preprocessing and feature engineering ensure the quality relevance and suitability data for modeling purposes nlp expertise possess practical experience and expertise natural language processing nlp techniques and frameworks work nlp related projects effectively model building design develop and implement machine learning and deep learning models and algorithms analyze complex data sets uncover patterns and extract actionable insights model evaluation conduct thorough model evaluation fine tuning and optimization ensure the models performance meets high standards accuracy and efficiency tools proficiency utilize popular machine learning and deep learning libraries and frameworks such tensorflow pytorch scikit learn and keras build train and deploy advanced machine learning models integration integrate developed predictive models seamlessly into existing systems ensuring smooth operations and compatibility with the company infrastructure innovation and research stay date with the latest advancements machine learning deep learning and data science and proactively contribute innovative ideas improve existing processes and systems collaborative team player collaborate with cross functional teams including data scientists software engineers and product managers solve complex problems and implement solutions requirements apply now ymtsindia com,3
moody developmental culture where value candidates who are willing grow you are excited about this opportunity but don meet every single requirement please apply you may perfect fit for this role other open roles moody global integrated risk assessment firm that empowers organizations make better decisions moody taking action hiring diverse talent and providing underrepresented groups with equitable opportunities their careers educating empowering and elevating our people and creating workplace where each person can their true selves reach their full potential and thrive every level learn more about our initiatives employee development programs and view our annual report moodys com diversity the role financial data analyst performs range data analytical and research services that contribute the overall credit analysis function performed the fundamental rating groups prospective candidates will have basic knowledge financial statements and financial terms the ideal candidate for this role will possess strong organizational skills demonstrate attention detail well their ability work effectively collaborative team environment being part the data analytics function provides unique opportunity foster skills that are valuable any future career the financial services industry this will internally facing role reporting into the team manager responsibilities perform analysis support ratings research analytical outreach examples work include apply mis standards existing data order produce valuable inputs into the rating and research process including moody adjusted data key indicators ratios charts and graphs line with mis methodologies perform various data intake tasks including scrubbing validating the data for further use research and ratings responsible for reviewing and understanding financial reports official statements and other documents related issuers performance liaise with analysts and accounting specialists order understand the application accounting concepts particular entity work directly with ratings and support analysts understand data capture requirements adjustments and other information needed the rating team for ratings and research perform simple calculations and apply judgement for other calculations data gather data from various sources sometimes unstructured update relevant databases escalate resolve issues complete simple deliverables such newsletters database maintenance more complex high profile admin other hoc support with oversight skills credit basic understanding how data fits into methodologies ability read understand and interpret financial metrics reported rated entities job description stakeholder management interact with team members direct managers and limited other stakeholders project management develop working knowledge more than one simple project deliverable with guidance qualifications bachelors masters finance business accounting similar field relevant experience years credit financial data analysis and interpretation experience fundamental finance accounting will added advantage microsoft office skills particular intermediate microsoft excel skills fluency english with good written and verbal communication skills good interpersonal skills language skills may required for certain positions moody equal opportunity employer all qualified applicants will receive consideration for employment without regard race color religion sex national origin disability protected veteran status sexual orientation gender expression gender identity any other characteristic protected law candidates for moody corporation may asked disclose securities holdings pursuant moody policy for securities trading and the requirements the position employment contingent upon compliance with the policy including remediation positions those holdings necessary for more information the securities trading program please refer the stp quick reference guide compliancenet please note stp categories are assigned the hiring teams and are subject change over the course employee tenure with moody,1
moody developmental culture where value candidates who are willing grow you are excited about this opportunity but don meet every single requirement please apply you may perfect fit for this role other open roles moody global integrated risk assessment firm that empowers organizations make better decisions moody taking action hiring diverse talent and providing underrepresented groups with equitable opportunities their careers educating empowering and elevating our people and creating workplace where each person can their true selves reach their full potential and thrive every level learn more about our initiatives employee development programs and view our annual report moodys com diversity financial data associate you will work dedicated team supporting global process entering financial data into moody internal databases this role you will required understand operational process perform market data research navigate various data environments make data updates perform data integrity checks interpret policies and procedures provide high level service and track and report activity responsibilities include support various ratings groups and business with data maintenance for debt attributes and ensure quality assurance through various backend activities that include but not limited new debt deal set data capture and updates amendments redemptions additional offerings etc identifying data inconsistencies through review publicly available documents sourcing deal documents for analytical group screening and reporting meet regulatory requirements workflow management and invoicing for various products other than ratings monitor market data feeds and other various periodic reports identify scope candidates for the process and search documents various public sources and other data sources monitors designated mailboxes ensure timely and effective handling internal and external client requests organizes work meet deadlines and time sensitive requests projects facilitates resolution technical issues and more complex external inquiries with supervision senior financial data associate specialist team leader builds positive relationships with stakeholders ensure customer satisfaction demonstrates the ability deal professionally with stakeholders delivers high level service across high volume transactions promptly and efficiently escalates conflicts problems database data inconsistency able identify and research issues and discrepancies with data and requests for follow with the business analyst resolves basic client inquiries both internal and external clients demonstrates increasing awareness procedures guidelines and regulatory requirements pertains their job function asking relevant questions liaison with rating teams and other moody departments commercial information technology etc required provide back coverage for designated associate the event absence and holidays ensure seamless service gmo clients willing accept new challenges demonstrates flexibility with last minute changes commitments and deadlines contributes positively the team even under pressure when performing routine and administrative tasks places interest the team above individual self interest continue develop broad based knowledge financial instruments terminology and related business practices this job description issued guideline assist you your duties not exhaustive and would pleased discuss any constructive comments you may have because the evolving nature and changing demands our business this job description may subject change you may occasion required undertake additional other duties within the context this job description and according the needs the business qualifications postgraduate graduate with minimum years experience with good academic record some relevant work experience and relevant internship experience and knowledge financial instruments preferred excellent attention detail and ability complete repetitive process with error clear written and verbal communication skills with ability communicate complex business concepts senior audience highly organized and efficient competency microsoft office outlook excel word and powerpoint strong client focused orientation with the drive and enthusiasm required achieve results and assume customer satisfaction strong interpersonal skills moody equal opportunity employer all qualified applicants will receive consideration for employment without regard race color religion sex national origin disability protected veteran status sexual orientation gender expression gender identity any other characteristic protected law candidates for moody corporation may asked disclose securities holdings pursuant moody policy for securities trading and the requirements the position employment contingent upon compliance with the policy including remediation positions those holdings necessary for more information the securities trading program please refer the stp quick reference guide compliancenet please note stp categories are assigned the hiring teams and are subject change over the course employee tenure with moody,1
xenonstack analyticsops team looking for data analyst who can translate numbers into words and deliver valuable insights taking information about specific topics and then interpreting analysing and finding comprehensive reports the ideal candidate should highly skilled all aspects programming languages statistical analysis distributed data analytics frameworks data cleaning methods basics data visualization job responsibilities master data management mining data from primary and secondary sources then reorganizing said data format that can easily read either human machine provide quality assurance imported data working with quality assurance analysts necessary using statistical tools interpret data sets paying particular attention trends and patterns that could valuable for diagnostic and predictive analytics efforts demonstrating the significance their work the context local national and global trends that impact both their organization and industry creating appropriate documentation that allows stakeholders understand the steps the data analysis process and duplicate replicate the analysis necessary training stakeholders new reports and dashboards technical requirements statistical skills critical thinking public speaking programming languages python java scala advanced excel skills enablement databases data lake and data warehouses data cleaning visualization knowledge about distributed data analytics framework like presto spark sql knowledge about sas tableau power hadoop professional attributes excellent communication skills attention detail analytical mind and problem solving aptitude strong organizational skills visual thinking education technical graduates bca bsc tech with programming skills experience years,3
data entry erp job location kansumra jamnagar salary from graduation required job type full time salary per month schedule day shift work location person speak with the employer,2
job description bachelor degree computer science information technology related field minimum years hands experience power developer with focus data visualization and analytics proficiency power dax and language strong sql skills for data manipulation and extraction hands experience with python scripting for data analysis and visualization familiarity with statistical analysis machine learning and predictive modeling excellent communication and collaboration skills job type full time salary per year benefits work from home schedule day shift supplemental pay types performance bonus experience python scripting years required power years required sql years required work location remote,2
spice group spice money limited banking payments technology research core tech shared services india north punjab punjab sas nagar mohali required experience years posted jan basic section band grade designation senior engineer campus non campus non campus employment type permanent hiring type replacement tat confidential closing date mar created varundeep kaur organisational entity spice group company spice money limited sbu banking payments function technology research sub function core tech micro team shared services country india region north state punjab stat state punjab district sas nagar location mohali skills skill big data sql data warehousing python minimum qualification tech mca certification data available working language english job description yrs experience proficient google bigquery aggregate functions performance tuning best practices google bigquery gcp sql data pubsub and python must have understanding dimensional modelling etl data pipelines documentation like creating source target mapping building scalable systems performance tuning and secure programming,0
are usa based company with monitoring and data analyst office amritsar location are looking for person who excellent spoken english has good understanding clients handling and presenting reports job type full time salary per month schedule day shift monday friday supplemental pay types performance bonus yearly bonus experience total work year preferred ability commute amritsar punjab required ability relocate amritsar punjab relocate before starting work required work location person speak with the employer,2
idq developer data product comprises team members with various skills competencies domain understandings and process knowledge build and support end end life cycle any data product this require technical competencies process skills that are specific technology and domain being used and some these skills are core and will applicable and relevant irrespective the tool application being used data quality developer within data product would understand the concept data quality and would able identify issues and suggests mechanism measure and resolve those similarly you consider match process modeling etc very common functionality developer data product team should well versed process applications informatica product suites informatica data quality cloud and prem used for building data quality mappings routines that helps data cleansing and data standardization most efficient manner development efficient highly tuned data cleansing routines should able use all idq transformations including address doctors understands idq architecture and performance techniques with industry standard coding practices should able works with exposing data quality rules webservices and consumed data from third party rest apis should able work with managed and unmanaged reference table understands the code deployment knows automate informatica analyst used business data analyst data stewards profile data define rule specification and manage business glossary build profile heterogenous data sources basic profiling join data profiling build scorecards build reference tables build mapping and rule specifications build and manage reference data though reference tables able build and manage business glossary informatica data management cloud data integration and cloud application integration services are used for data integration and etl flows and this helps our program with large scale integration projects with minimum infrastructure develop efficient highly tuned data transformation mappings deploy and manage the secure agents utilize parametrization features cdi cai build execute schedule mapping tasks and task flows performance tuning through lookup and other coding best practices knows scd types and its implementation cdi cai rest api consumptions informatica reference informatica saas based product for reference data management build and implement code list build and implement cross walks access management reference data ingest and export data and out reference informatica mdm resource kit informatica command line utilities informatica oob api informatica address doctor apigee mulesoft etc informatica platform administration informatica patching upgrade utilities process scheduling application rundeck control mbuild jobs for execution idq mdm processes build jobs for execution database processes build jobs for execution shell programs linux build workflow jobs and daily batch processes setup alerts notification error handling routines application start stop routines tools utilities linux shell scripting build shell programs for process executions application cleanup actions soapui postman through informatica dev ops platform build custom operational reports and email notifications infrastructure alerts application start stop routines documentation git global information trackerstrong documentation skills follow change management policies platformazure fundamental cloud computing databasesoracle development project level administrationsql server mysql exposure nosql dbs graph document databases functional skills data modelinglogical physical modeling data integrationbatch realtime integration etl master data management data governance business definition data elements understand governance rules and policies for master data entity data lineage data element definition relationships definition data stewardship control roles based access the master data implement approval rejection process for create edit master data setup business rules create edit master data using idd applications control quality data per defined governance rules policies follow process for manual merges unmerges data quality match merge cross referencing bvt best version the truth and survivorship process project management skills business requirements gathering logical design technical design estimation team management for leads demo presentations job type contract pay per year experience information governance years required data management years required informatica years required metadata years required master data management years required work location remote,3
fulltime bangalore india remote are growing startup health care space our business model has been mostly unexplored and that really exciting our company decisions are heavily guided insights get from data this position key and core our business growth you can make real impact are looking for data analyst who passionate about contributing growth myyogateacher and propelling the company newer heights encourage you spend some time browsing through content our website myyogateacher com and may even sign for our service and try out data analyst you help collect data from variety sources decipher and address quality data filter and cleanse data identify missing data help measure transform and organize data readily usable formats for reporting and further analysis collaborate with programmers engineers and organizational leaders you have excellent analytical skills you love numbers and have strong attention detail great communication and presentation skills ability write and speak clearly easily communicate complex ideas way that easy understand keen desire own things and get things done you are quick learner new technologies and easily adapt change ability collaborate effectively and work part team enthusiasm exhibit passion excitement and positive energy over work are looking for some one with education mathematics statistics computer engineering data analytics data mining years experience data analyst role great understanding databases such mysql amazon redshift and and are very adept sql understanding scripts such xml javascript json knowledge programming languages like sql oracle matlab proficient python and shell scripting proficiency statistical packages like excel spss sas used for data set analyzing would nice you also have knowledge sql databases such mongo and clickhouse experience with product analytics tools such mixpanel and fullstory experience with data visualization tools such tableau business objects powerbi qlik adept using data processing platforms like hadoop and apache spark experience handling unstructured data such text audio and video and extracting features from those here are couple articles about from our ceo jitendra why started myyogateacher our mission and culture look forward hearing from you you feel like you have the skills and you feel inspired our big mission would love review your application,1
bengaluru engineering full time site about simpl simpl india leading checkout network meant make payments invisible and money intelligent committed the simplification and democratization digital transformation the payments space india foremost consumer experience platform simpl mission empower merchants build trusted relationships with customers one transaction time with more than available merchants and millions trusted users pan india simpl envisions creating inclusive digital payment experience for india that empowers and fosters trust between merchants and their customers simpl provides full stack solution for commerce conversion enables merchants give customers click checkout buyer protection and pay later facility allow them feel safe and trusted when shopping online through simpl merchants can provide consumers with easy secure and intuitive user experience about role risk analyst you will passionate about quantitative analytics well advanced analytical tools techniques that help enhance the risk assessment across stages product majorly your core responsibility support the functions which reduce the risk undertaken you will achieve the same through better fraud detection underwriting credit line management you will have collaborate with various pods inclusive fraud underwriting product teams create analytical and data science framework dissect business adoption and revenue you will take initiatives build hypotheses around risk problem statements and estimate scope and impact solutions responsibilities analyze data better understand potential risks concerns and outcomes analytically driven decisions build heuristic models assessing and defining risk across customer interactions with product aggregate data from multiple sources provide comprehensive assessment risk associated with the customers through out their transaction life cycle monitor internal and external data points that may affect the risk level decision especially when testing launching the features the product conduct research into potential acquisition customers and understand the risks accepting each work closely with fraud risk underwriting teams support them analytically come with effective techniques that can help identify assess risk create reports summaries presentations and process documents display results collaborate with other team members effectively analyze and present data the leaders other stakeholders involved the project develop systems and processes for gathering and storing risk data for future analytic projects preferred qualifications experience bachelors engineering mathematics economics from any the top tier colleges one five years experience analyst risk centered companies risk fraud underwriting roles strong skills across programming languages such python sql exposure machine learning models techniques and appropriate implementation strong written oral and interpersonal communication skills flexible and adaptable regards learning and understanding new technologies ability work both independently well team oriented collaborative environment proficiency microsoft excel qlik visio power and other analysis programs would add ability manage multiple projects and programs the same time complete work quantitative and analytical skills with demonstrated ability understand new analytical concept,1
